rider_id,rider_name,joining_date,vehicle_type,city
RDR205,Jeevika Yohannan,2024-10-06,Scooter,Pune
RDR226,Ishwar Nayak,2024-10-14,Bike,Mumbai
RDR260,Upkaar Das,2025-08-16,Bike,Mumbai
RDR271,Michael Dada,2024-10-22,Bike,Pune
RDR301,Zayan Ghose,2026-05-20,Bicycle,Pune
RDR332,Lavanya Prabhakar,2025-11-25,Bike,Bangalore
RDR368,Yauvani Chakrabarti,2024-07-13,Bike,Bangalore
RDR385,Inaya Hans,2025-05-08,Bike,Bangalore
RDR398,Niharika Prakash,2026-03-02,Scooter,Mumbai
RDR399,Netra Parmar,2025-04-05,Bike,Pune
RDR430,Harrison Agate,2025-12-25,Scooter,Mumbai
RDR435,Dakshesh Anne,2026-02-25,Bike,Bangalore
RDR444,Chandran Parmer,2025-11-28,Bike,Pune
RDR463,Laban Mohan,2024-12-01,Bicycle,Mumbai
RDR482,Abdul Sunder,2026-03-13,Bicycle,Pune
RDR487,Tanay Sangha,2024-08-17,Bicycle,Mumbai
RDR019,Warda Chatterjee,2024-10-07,Scooter,Bangalore
RDR033,Fiyaz Ravi,2026-03-14,Bike,Bangalore
RDR064,Jagrati Korpal,2025-02-08,Bike,Bangalore
RDR069,Vanya Gupta,2025-09-28,Bike,Bangalore
RDR074,Nandini Mallick,2024-06-03,Bike,Pune
RDR076,Dominic Deshmukh,2025-08-11,Bicycle,Pune
RDR079,Idika Gandhi,2025-08-06,Bike,Pune
RDR111,Luke Oommen,2026-04-06,Scooter,Bangalore
RDR180,Anvi Saraf,2026-04-06,Scooter,Mumbai
RDR200,Triya Shetty,2025-08-02,Bike,Pune
RDR217,Triya Purohit,2025-10-05,Bicycle,Mumbai
RDR223,Ryan Sami,2025-10-07,Scooter,Bangalore
RDR237,Libni Anand,2024-11-12,Scooter,Pune
RDR289,Anusha Vala,2026-04-08,Bike,Bangalore
RDR293,Warda Sathe,2026-02-02,Scooter,Bangalore
RDR317,Kritika Mittal,2024-06-20,Bike,Bangalore
RDR323,Faris Gara,2025-01-16,Bike,Bangalore
RDR355,Girik Das,2024-09-25,Bicycle,Pune
RDR365,Ekiya Bedi,2025-03-22,Bicycle,Pune
RDR403,Osha Sibal,2024-12-11,Bike,Bangalore
RDR405,Harita Bora,2025-01-11,Bike,Bangalore
RDR411,Karan Naidu,2025-01-10,Scooter,Bangalore
RDR412,Watika Nath,2024-06-22,Bike,Bangalore
RDR424,Advaith Madan,2025-10-03,Scooter,Mumbai
RDR425,Anthony Dyal,2024-06-07,Scooter,Mumbai
RDR437,Ubika Sabharwal,2024-10-02,Scooter,Mumbai
RDR442,Fiyaz Chopra,2024-07-12,Bike,Pune
RDR449,Baljiwan Dutt,2025-07-27,Bike,Pune
RDR462,Frado Mittal,2025-08-16,Bike,Mumbai
RDR473,Amol Mody,2024-07-15,Scooter,Mumbai
RDR476,Ishita Raju,2024-08-26,Scooter,Bangalore
RDR017,Jacob Dass,2026-02-21,Bike,Mumbai
RDR029,Yoshita Viswanathan,2024-07-23,Scooter,Mumbai
RDR032,Rehaan Madan,2024-12-22,Bike,Pune
RDR035,Anmol Mammen,2025-11-19,Scooter,Pune
RDR059,Ikbal Ahluwalia,2025-05-18,Scooter,Bangalore
RDR113,Indali Wadhwa,2024-07-22,Bicycle,Mumbai
RDR122,Eshana Johal,2024-09-12,Bike,Bangalore
RDR133,Upkaar Nagar,2025-06-02,Bike,Mumbai
RDR136,Ishanvi Deo,2024-11-17,Scooter,Bangalore
RDR144,Sai Saha,2026-01-09,Bike,Mumbai
RDR160,Gabriel Madan,2026-02-25,Bicycle,Pune
RDR161,Theodore Jayaraman,2026-02-26,Scooter,Pune
RDR195,Bhavika Sengupta,2025-02-20,Scooter,Pune
RDR196,Jackson Nair,2025-10-31,Bike,Pune
RDR228,Gaurangi Rana,2026-04-03,Bike,Pune
RDR233,Quincy Contractor,2025-02-23,Bike,Bangalore
RDR268,Darika Mallick,2025-08-18,Scooter,Pune
RDR272,Raagini Tripathi,2026-05-12,Scooter,Bangalore
RDR288,Praneel Madan,2025-04-14,Bike,Mumbai
RDR292,Vrinda Panchal,2025-11-08,Scooter,Pune
RDR309,Eshana Kuruvilla,2025-02-18,Bike,Bangalore
RDR334,Bahadurjit Deep,2024-06-06,Bike,Pune
RDR342,Kashvi Mistry,2025-08-13,Bike,Mumbai
RDR359,Isaiah Kari,2024-07-18,Bike,Mumbai
RDR373,Darsh Mitter,2025-08-03,Bike,Bangalore
RDR382,Joshua Kota,2024-07-21,Bike,Bangalore
RDR388,Wyatt Bala,2025-03-09,Bike,Bangalore
RDR400,Rayaan More,2024-12-26,Bike,Pune
RDR421,Daksh Dugal,2024-08-29,Scooter,Mumbai
RDR423,Ranveer Dhaliwal,2026-03-22,Bike,Bangalore
RDR428,Christopher Kohli,2024-07-11,Bicycle,Mumbai
RDR433,Fariq Dugar,2026-01-25,Bike,Pune
RDR438,Henry Khare,2025-03-30,Bike,Mumbai
RDR440,Yashodhara Dhillon,2024-10-02,Scooter,Bangalore
RDR445,Darpan Mane,2024-07-14,Scooter,Pune
RDR447,Ayaan Soman,2024-08-24,Scooter,Pune
RDR448,Jai Ramachandran,2024-11-21,Bike,Pune
RDR455,Vedika Shenoy,2025-10-30,Bike,Bangalore
RDR456,Kevin Parmar,2025-07-11,Scooter,Pune
RDR467,Bishakha Sodhi,2024-08-14,Bike,Bangalore
RDR474,Caleb Balay,2025-05-02,Bicycle,Bangalore
RDR485,Harinakshi Badami,2024-09-19,Bike,Mumbai
RDR492,Dhriti Gokhale,2026-02-24,Scooter,Pune
RDR003,Diya Rao,2025-12-15,Bike,Bangalore
RDR008,Triya Luthra,2024-09-27,Scooter,Mumbai
RDR031,Quincy Solanki,2024-08-11,Bicycle,Bangalore
RDR055,Sanaya Rama,2025-06-17,Bike,Bangalore
RDR057,Ikshita Dugar,2026-01-06,Scooter,Mumbai
RDR143,Jalsa Issac,2026-04-08,Bike,Pune
RDR150,Vanya Yadav,2026-05-01,Bike,Mumbai
RDR151,Zinal Biswas,2024-12-02,Scooter,Mumbai
RDR164,Nilima Setty,2026-03-05,Scooter,Mumbai
RDR168,Maanav Solanki,2024-10-20,Bike,Bangalore
RDR199,Rushil Barad,2025-08-04,Bicycle,Bangalore
RDR213,Nakul Vala,2026-03-29,Bike,Bangalore
RDR220,Watika Mishra,2026-01-17,Bicycle,Mumbai
RDR243,Nandini Sule,2025-05-31,Scooter,Mumbai
RDR250,Vasana Borra,2024-10-21,Bike,Pune
RDR251,Dayita Borah,2025-04-20,Bike,Pune
RDR283,Brijesh Sant,2025-04-10,Bike,Pune
RDR287,Pahal Tak,2025-04-11,Bike,Mumbai
RDR290,Kritika Khalsa,2024-09-28,Bike,Pune
RDR291,Bakhshi Dewan,2025-03-04,Scooter,Mumbai
RDR306,Aarna Chaudhry,2026-04-11,Bike,Mumbai
RDR316,Dalaja Ramaswamy,2025-05-27,Bike,Bangalore
RDR326,Neha Dasgupta,2025-06-28,Bike,Mumbai
RDR330,Amrita Chacko,2024-09-12,Bike,Mumbai
RDR333,Niharika Sheth,2025-06-01,Scooter,Bangalore
RDR380,Yachana Kala,2025-06-03,Scooter,Pune
RDR390,Vansha Hegde,2025-10-19,Scooter,Bangalore
RDR417,Jonathan Dhillon,2025-02-13,Bike,Pune
RDR420,Ekapad Kale,2025-06-29,Bike,Mumbai
RDR422,Fiyaz Nagar,2025-11-27,Bike,Mumbai
RDR436,Eshana Behl,2025-06-07,Bike,Mumbai
RDR439,Ikshita Sodhi,2024-10-14,Bike,Mumbai
RDR450,Samarth Dewan,2026-05-03,Bike,Pune
RDR468,Indali Doshi,2026-01-06,Scooter,Bangalore
RDR469,Aarnav Dey,2024-10-03,Bicycle,Pune
RDR480,Tara Rout,2025-12-31,Bike,Pune
RDR491,Ojas Shere,2026-03-18,Bicycle,Pune
RDR496,Forum Kant,2025-10-09,Bicycle,Bangalore
RDR497,Lipika Baria,2025-03-14,Scooter,Pune
RDR018,Waida Bhakta,2024-08-23,Bike,Pune
RDR025,Owen Sarin,2025-08-12,Bike,Bangalore
RDR028,Omisha Rajagopalan,2025-05-18,Scooter,Mumbai
RDR034,Yochana Prashad,2024-09-17,Scooter,Mumbai
RDR066,Siddharth Sundaram,2024-11-30,Bike,Mumbai
RDR105,Waida Subramanian,2026-02-28,Bike,Mumbai
RDR135,Frederick Grewal,2024-12-15,Bike,Bangalore
RDR138,Bishakha Arya,2024-07-05,Bicycle,Pune
RDR147,Radha Sane,2024-06-27,Bike,Mumbai
RDR162,Patrick Nagar,2024-11-28,Scooter,Bangalore
RDR169,Rajeshri Bajwa,2025-01-04,Bike,Mumbai
RDR184,Chaitaly Vora,2025-04-19,Bike,Pune
RDR201,Gabriel Chopra,2026-01-03,Bike,Mumbai
RDR210,Tamanna Issac,2025-03-05,Scooter,Mumbai
RDR222,Ayaan Balasubramanian,2025-05-15,Bike,Bangalore
RDR235,Azad Sen,2024-11-12,Bike,Pune
RDR241,Yasti Sant,2025-04-24,Bike,Mumbai
RDR262,Yashvi Om,2025-02-06,Scooter,Bangalore
RDR269,Vamakshi Sehgal,2025-12-19,Bike,Bangalore
RDR285,Bahadurjit Devan,2025-12-15,Bike,Pune
RDR305,Chaman Datta,2025-07-06,Bike,Mumbai
RDR308,Ijaya Karnik,2025-12-02,Bicycle,Pune
RDR315,Veer Chhabra,2025-12-23,Bicycle,Bangalore
RDR320,Suhani Dua,2025-07-03,Bike,Pune
RDR339,Nisha Barman,2024-10-27,Scooter,Mumbai
RDR367,Hema Pant,2025-04-12,Bike,Mumbai
RDR375,Avni Arora,2024-08-03,Bike,Mumbai
RDR391,Veer Kamdar,2024-09-08,Bike,Bangalore
RDR397,Mekhala Joshi,2025-04-29,Scooter,Bangalore
RDR402,Mohini Patel,2025-07-17,Scooter,Mumbai
RDR416,Damini Arora,2026-01-09,Scooter,Bangalore
RDR429,Rayaan Bal,2025-11-17,Scooter,Bangalore
RDR451,Rachana Tailor,2025-10-31,Bike,Mumbai
RDR470,Jalsa Kara,2024-12-25,Scooter,Bangalore
RDR488,Unnati Deshpande,2024-11-17,Bike,Bangalore
RDR043,Ronith Patla,2026-01-11,Scooter,Pune
RDR060,Krishna Garde,2026-05-16,Bicycle,Mumbai
RDR072,Pranav Krishnan,2024-07-29,Bicycle,Mumbai
RDR080,Anika Chana,2025-12-04,Scooter,Pune
RDR085,Charita Nath,2026-01-22,Bike,Bangalore
RDR088,Unnati Sunder,2025-06-14,Scooter,Mumbai
RDR091,Ubika Tank,2024-06-13,Bicycle,Bangalore
RDR118,Jack Dass,2026-04-01,Scooter,Pune
RDR129,Maanav Nagy,2025-03-03,Bike,Bangalore
RDR139,Lajita Chaudhuri,2025-10-23,Scooter,Bangalore
RDR179,Ranveer Chandra,2024-09-30,Scooter,Pune
RDR182,Lopa Thakur,2024-10-26,Bicycle,Bangalore
RDR206,Ridhi Chaudry,2025-01-22,Scooter,Bangalore
RDR219,Frederick Sen,2024-11-02,Scooter,Mumbai
RDR253,Gauri Sarin,2024-06-14,Bike,Pune
RDR275,Ridhi Bal,2024-08-22,Scooter,Bangalore
RDR277,Triveni Mannan,2025-08-15,Bike,Pune
RDR297,Champak Mani,2024-07-13,Scooter,Mumbai
RDR353,Teerth More,2026-03-18,Scooter,Pune
RDR394,Shaurya Cheema,2025-03-10,Bicycle,Mumbai
RDR432,Patrick Shere,2026-02-19,Scooter,Bangalore
RDR458,Vyanjana Murthy,2025-08-20,Bicycle,Bangalore
RDR471,Chatresh Sekhon,2024-12-20,Bike,Bangalore
RDR484,Jagvi Varghese,2024-11-10,Bike,Pune
RDR493,Dominic Ganesh,2026-04-28,Scooter,Mumbai
RDR001,Pushti Mangat,2025-11-12,Bicycle,Pune
RDR010,Oeshi Venkataraman,2025-08-04,Scooter,Mumbai
RDR016,Manthan Pandey,2026-01-12,Bike,Pune
RDR020,Falguni Bhasin,2024-11-14,Bike,Bangalore
RDR023,Chaaya Dara,2024-10-12,Scooter,Bangalore
RDR049,Chatura Jain,2026-02-01,Bike,Bangalore
RDR063,Nilima Krishnan,2026-04-05,Bike,Bangalore
RDR077,Onveer Menon,2024-12-07,Bike,Mumbai
RDR098,Mohammed Ramanathan,2025-11-04,Scooter,Mumbai
RDR114,Warjas Jha,2025-01-30,Bike,Pune
RDR194,Panini Brar,2025-11-02,Bike,Mumbai
RDR218,Panini Ratti,2026-04-10,Bike,Pune
RDR242,Lohit Rai,2025-05-06,Bicycle,Mumbai
RDR264,Kabir Nazareth,2024-10-20,Scooter,Bangalore
RDR265,Vaishnavi Pant,2025-09-16,Bike,Bangalore
RDR273,Ladli Nagar,2024-10-01,Scooter,Mumbai
RDR280,Upadhriti Sengupta,2025-12-01,Scooter,Pune
RDR347,Azaan Pandit,2025-12-08,Scooter,Mumbai
RDR348,Yatin Chander,2024-12-16,Scooter,Pune
RDR360,Zaitra Aurora,2025-11-15,Bike,Mumbai
RDR381,Osha Deol,2025-06-13,Bike,Bangalore
RDR387,Rishi Trivedi,2025-11-15,Bicycle,Bangalore
RDR431,Gaurangi Pal,2025-08-26,Bike,Bangalore
RDR452,Garima Parmer,2024-07-12,Bicycle,Pune
RDR007,Omkaar Sehgal,2025-10-23,Bicycle,Bangalore
RDR013,Kiaan Bhatia,2025-12-02,Bike,Bangalore
RDR039,Shravya Choudhary,2025-03-27,Bike,Bangalore
RDR083,Dalbir Khatri,2025-07-20,Bike,Bangalore
RDR087,Onkar Basak,2026-02-17,Bike,Pune
RDR096,Bhavya Ratta,2025-01-06,Bike,Mumbai
RDR101,Aarnav Thakkar,2025-01-20,Bike,Mumbai
RDR108,Thomas Sandhu,2025-04-19,Scooter,Mumbai
RDR115,Nidhi Nayar,2025-04-11,Bike,Pune
RDR116,Varenya Bahri,2025-09-01,Bicycle,Mumbai
RDR124,Radhika Naik,2025-08-26,Bike,Mumbai
RDR125,Gauri Sani,2025-05-20,Bike,Mumbai
RDR137,Libni Contractor,2025-08-06,Bike,Bangalore
RDR152,Harshil Panchal,2025-01-12,Bike,Bangalore
RDR198,Neha Ghose,2025-04-17,Bike,Mumbai
RDR207,Pushti More,2025-10-04,Bike,Pune
RDR240,Rohan Prakash,2026-03-14,Bike,Pune
RDR252,Rajata D’alia,2025-09-14,Bike,Pune
RDR299,Jagdish Comar,2025-07-14,Bike,Bangalore
RDR303,Rushil Krishnamurthy,2025-05-03,Scooter,Mumbai
RDR314,Yochana Reddy,2024-06-29,Scooter,Bangalore
RDR329,Yashawini Pall,2024-09-03,Scooter,Pune
RDR350,Jonathan Yadav,2025-04-25,Scooter,Pune
RDR358,Hredhaan Gara,2025-05-08,Bike,Pune
RDR363,Ishita Vasa,2025-04-29,Scooter,Mumbai
RDR372,Krishna Jani,2024-10-16,Scooter,Mumbai
RDR419,Anamika Bora,2024-12-12,Bike,Bangalore
RDR426,Shivansh Barad,2026-02-26,Bike,Pune
RDR466,Aarush Kurian,2026-04-24,Bike,Bangalore
RDR477,Fitan Chand,2026-03-05,Scooter,Mumbai
RDR494,Pranav Sura,2026-05-12,Bike,Bangalore
RDR500,Manbir Panchal,2025-01-24,Scooter,Pune
RDR004,Yochana Kumar,2024-10-25,Scooter,Mumbai
RDR022,Oni Chandran,2024-10-01,Bicycle,Bangalore
RDR038,Raksha Muni,2024-07-18,Bike,Mumbai
RDR048,Gauri Gala,2024-08-23,Bike,Pune
RDR086,Chameli Dara,2025-08-09,Bike,Bangalore
RDR094,Vedant Talwar,2026-02-21,Bike,Mumbai
RDR140,Lekha Konda,2024-09-26,Bicycle,Mumbai
RDR145,Devika Pau,2025-05-21,Bike,Mumbai
RDR166,Bimala Goda,2025-08-30,Bike,Bangalore
RDR174,Prisha Mahajan,2026-04-15,Scooter,Mumbai
RDR186,Balhaar Misra,2025-10-16,Bike,Pune
RDR211,Vihaan Som,2025-06-04,Bike,Mumbai
RDR231,Tanvi Dara,2026-03-16,Scooter,Pune
RDR274,Arjun Raja,2025-05-24,Scooter,Mumbai
RDR295,Harshil Buch,2025-06-09,Bike,Pune
RDR298,Niharika Datta,2025-08-29,Bicycle,Bangalore
RDR300,Yatan Vaidya,2025-10-31,Bike,Mumbai
RDR302,Vritti Pal,2024-06-22,Bike,Pune
RDR325,Kevin D’alia,2025-02-21,Bike,Pune
RDR337,David Patel,2026-04-03,Bike,Pune
RDR378,Vihaan Dara,2025-03-21,Scooter,Bangalore
RDR379,Lakshmi Krishnamurthy,2026-03-03,Scooter,Pune
RDR392,Ekaja Divan,2026-01-09,Scooter,Mumbai
RDR401,Oliver Yadav,2026-05-13,Bike,Mumbai
RDR415,Ekaja Minhas,2025-07-25,Bike,Pune
RDR490,Hredhaan Sundaram,2025-10-09,Scooter,Bangalore
RDR015,Omisha Raval,2026-04-23,Scooter,Pune
RDR044,Bhavna Dugal,2024-09-14,Bike,Pune
RDR051,Rushil Bava,2026-01-13,Bike,Pune
RDR067,George Ram,2024-07-25,Bike,Bangalore
RDR092,Prisha Gara,2025-04-13,Scooter,Bangalore
RDR093,Bishakha Gill,2025-12-01,Scooter,Mumbai
RDR104,Gopal Toor,2024-09-08,Bicycle,Pune
RDR157,Wriddhish Sen,2025-01-16,Bike,Mumbai
RDR214,Harita Sarraf,2025-03-24,Scooter,Mumbai
